model,dataset,setting,table_target,source_score,provenance_status,source_group,metric_path,judge_or_eval,recommended_release_entry,source_equivalent_legacy_entry,note
MiniCPM-o,OCRBench,I-Q-I-Q,85.1,85.1,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_OCRBench_score.json,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,OCRBench,I-Q-Q,84.3,84.3,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_OCRBench_score.json,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,OCRBench,Q-I,84.9,84.9,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/text_image/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_OCRBench_score.json,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,I-I-Q,65.48,65.48089591567853,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,I-Q,65.26,65.26130873956961,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,I-Q-I,65.48,65.48089591567853,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_image/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,I-Q-I-Q,65.48,65.48089591567853,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,I-Q-Q,65.35,65.34914361001317,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,SEEDBench2_Plus,Q-I,65.39,65.39306104523496,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/text_image/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,I-I-Q,20.72,20.71917808219178,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/image_image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,I-Q,20.98,20.976027397260275,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,I-Q-I,20.38,20.376712328767123,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/image_text_image/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,I-Q-I-Q,21.83,21.83219178082192,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/image_text_image_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,I-Q-Q,20.63,20.633561643835616,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/image_text_text/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,VisualPuzzles,Q-I,19.43,19.434931506849313,exact_or_rounding,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420,runs/minicpm_visualpuzzles_all_replay_eval_realign_20260420/default/text_image/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_visualpuzzles_all_replay_eval_realign_20260420.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-o,WeMath,I-I-Q,31.24,31.24,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-o,WeMath,I-Q,29.71,29.71,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-o,WeMath,I-Q-I,31.62,31.62,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-o,WeMath,I-Q-I-Q,30.29,30.29,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image_text/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-o,WeMath,I-Q-Q,31.24,31.24,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_text/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-o,WeMath,Q-I,28.95,28.95,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/text_image/baseline/minicpm_o_45/MiniCPM-o-4_5-Replay/MiniCPM-o-4_5-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,I-I-Q,85.82,85.81606217616581,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,I-Q,83.58,83.58160621761658,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__none__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,I-Q-I,84.65,84.65025906735751,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,I-Q-I-Q,84.42,84.42357512953367,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_text_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,I-Q-Q,83.71,83.71113989637306,exact_or_rounding,runs/standard/20260307/_summary_csv_from_20260306_20260307,runs/standard/20260307/_summary_csv_from_20260306_20260307/_safe_reeval/02__qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt__Qwen2.5-VL-32B-Instruct__image_text_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,AI2D_TEST,Q-I,80.67,80.66709844559585,exact_or_rounding,runs/standard/20260313/missing_qwen25_32b_text_image_default_prompt,runs/standard/20260313/missing_qwen25_32b_text_image_default_prompt/Qwen2.5-VL-32B-Instruct__text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_AI2D_TEST_acc.csv,gpt-4o,bash scripts_legacy/run_missing_qwen25_32b_text_image_default_1node4workers_tp2.sh,bash scripts_legacy/run_missing_qwen25_32b_text_image_default_1node4workers_tp2.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,I-I-Q,58.5,58.50299401197605,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,I-Q,57.5,57.504990019960076,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__none__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,I-Q-I,60.24,60.23952095808384,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,I-Q-I-Q,61.5,61.49700598802396,exact_or_rounding,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt,runs/standard/20260306/qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt/Qwen2.5-VL-32B-Instruct__image_text_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,I-Q-Q,59.96,59.96007984031936,exact_or_rounding,runs/standard/20260307/_summary_csv_from_20260306_20260307,runs/standard/20260307/_summary_csv_from_20260306_20260307/_safe_reeval/02__qwen25_32b_newsets_last1_3node12workers_tp2_default_prompt__Qwen2.5-VL-32B-Instruct__image_text_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,bash scripts_legacy/run_standard_qwen25_32b_newsets_last1_tp2_3node_dataset_default.sh,deep_score_scan_exact
Qwen2.5 32B,DynaMath,Q-I,55.55,55.54890219560878,exact_or_rounding,runs/standard/20260313/missing_qwen25_32b_text_image_default_prompt,runs/standard/20260313/missing_qwen25_32b_text_image_default_prompt/Qwen2.5-VL-32B-Instruct__text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts_legacy/run_missing_qwen25_32b_text_image_default_1node4workers_tp2.sh,bash scripts_legacy/run_missing_qwen25_32b_text_image_default_1node4workers_tp2.sh,deep_score_scan_exact
Qwen2.5 32B,LogicVista,I-I-Q,56.6,56.59955257270693,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__image_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,LogicVista,I-Q,54.36,54.36241610738255,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__none__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,LogicVista,I-Q-I,58.84,58.836689038031324,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__image_text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,LogicVista,I-Q-I-Q,57.72,57.71812080536913,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__image_text_image_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,LogicVista,I-Q-Q,54.81,54.80984340044742,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__image_text_text__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,LogicVista,Q-I,56.82,56.82326621923938,exact_or_rounding,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval,runs/standard/20260409/collect_qwen25_minicpm_logicvista_visualpuzzles_infer_for_clean_reval/Qwen2.5-VL-32B-Instruct__text_image__last1/output/Qwen2VLChatReplay/Qwen2VLChatReplay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl_all4_reasoning4_new_entry_20260421.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool --datasets LogicVista VisualPuzzles,,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,I-I-Q,84.29,84.28792569659443,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,I-Q,85.53,85.52631578947368,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,I-Q-I,85.68,85.6811145510836,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,I-Q-I-Q,86.07,86.06811145510835,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image_text/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,I-Q-Q,85.29,85.29411764705883,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_text/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMBench_DEV_EN_V11,Q-I,79.33,79.3343653250774,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/text_image/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Qwen2.5 32B,MMMU_DEV_VAL_SINGLE_IMAGE,I-I-Q,65.81,65.81096849474912,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/qwen25vl_32b/Qwen2VLChatReplay/Qwen2VLChatReplay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
